Year,Jury or Televoting,From country,To country,Points
1977,J,Monaco,Switzerland,0
1977,J,Monaco,The Netherlands,3
1977,J,Monaco,United Kingdom,12
1977,J,Norway,Austria,2
1977,J,Norway,Belgium,6
1977,J,Norway,Finland,8
1977,J,Norway,France,3
1977,J,Norway,Germany,0
1977,J,Norway,Greece,4
1977,J,Norway,Ireland,12
1977,J,Norway,Israel,5
1977,J,Norway,Italy,0
1977,J,Norway,Luxembourg,0
1977,J,Norway,Monaco,1
1977,J,Norway,Portugal,0
1977,J,Norway,Spain,0
1977,J,Norway,Sweden,0
1977,J,Norway,Switzerland,10
1977,J,Norway,The Netherlands,0
1977,J,Norway,United Kingdom,7
1977,J,Portugal,Austria,0
1977,J,Portugal,Belgium,7
1977,J,Portugal,Finland,0
1977,J,Portugal,France,5
1977,J,Portugal,Germany,8
1977,J,Portugal,Greece,10
1977,J,Portugal,Ireland,1
1977,J,Portugal,Israel,0
1977,J,Portugal,Italy,3
1977,J,Portugal,Luxembourg,0
1977,J,Portugal,Monaco,6
1977,J,Portugal,Norway,2
1977,J,Portugal,Spain,0
1977,J,Portugal,Sweden,0
1977,J,Portugal,Switzerland,4
1977,J,Portugal,The Netherlands,0
1977,J,Portugal,United Kingdom,12
1977,J,Spain,Austria,0
1977,J,Spain,Belgium,0
1977,J,Spain,Finland,0
1977,J,Spain,France,10
1977,J,Spain,Germany,5
1977,J,Spain,Greece,12
1977,J,Spain,Ireland,4
1977,J,Spain,Israel,6
1977,J,Spain,Italy,2
1977,J,Spain,Luxembourg,7
1977,J,Spain,Monaco,8
1977,J,Spain,Norway,0
1977,J,Spain,Portugal,0
1977,J,Spain,Sweden,0
1977,J,Spain,Switzerland,0
1977,J,Spain,The Netherlands,1
1977,J,Spain,United Kingdom,3
1977,J,Sweden,Austria,0
1977,J,Sweden,Belgium,4
1977,J,Sweden,Finland,2
1977,J,Sweden,France,6
1977,J,Sweden,Germany,5
1977,J,Sweden,Greece,7
1977,J,Sweden,Ireland,12
1977,J,Sweden,Israel,3
1977,J,Sweden,Italy,0
1977,J,Sweden,Luxembourg,0
1977,J,Sweden,Monaco,10
1977,J,Sweden,Norway,1
1977,J,Sweden,Portugal,0
1977,J,Sweden,Spain,0
1977,J,Sweden,Switzerland,0
1977,J,Sweden,The Netherlands,0
1977,J,Sweden,United Kingdom,8
1977,J,Switzerland,Austria,0
1977,J,Switzerland,Belgium,0
1977,J,Switzerland,Finland,5
1977,J,Switzerland,France,12
1977,J,Switzerland,Germany,0
1977,J,Switzerland,Greece,1
1977,J,Switzerland,Ireland,8
1977,J,Switzerland,Israel,10
1977,J,Switzerland,Italy,2
1977,J,Switzerland,Luxembourg,0
1977,J,Switzerland,Monaco,6
1977,J,Switzerland,Norway,0
1977,J,Switzerland,Portugal,4
1977,J,Switzerland,Spain,3
1977,J,Switzerland,Sweden,0
1977,J,Switzerland,The Netherlands,7
1977,J,Switzerland,United Kingdom,0
1977,J,The Netherlands,Austria,0
1977,J,The Netherlands,Belgium,12
1977,J,The Netherlands,Finland,4
1977,J,The Netherlands,France,8
1977,J,The Netherlands,Germany,3
1977,J,The Netherlands,Greece,10
1977,J,The Netherlands,Ireland,1
1977,J,The Netherlands,Israel,5
1977,J,The Netherlands,Italy,0
1977,J,The Netherlands,Luxembourg,0
1977,J,The Netherlands,Monaco,0
1977,J,The Netherlands,Norway,0
1977,J,The Netherlands,Portugal,2
1977,J,The Netherlands,Spain,6
1977,J,The Netherlands,Sweden,0
1977,J,The Netherlands,Switzerland,0
1977,J,The Netherlands,United Kingdom,7
1977,J,United Kingdom,Austria,0
1977,J,United Kingdom,Belgium,10
1977,J,United Kingdom,Finland,0
1977,J,United Kingdom,France,6
1977,J,United Kingdom,Germany,8
1977,J,United Kingdom,Greece,5
1977,J,United Kingdom,Ireland,12
1977,J,United Kingdom,Israel,0
1977,J,United Kingdom,Italy,0
1977,J,United Kingdom,Luxembourg,0
1977,J,United Kingdom,Monaco,7
1977,J,United Kingdom,Norway,2
1977,J,United Kingdom,Portugal,0
1977,J,United Kingdom,Spain,3
1977,J,United Kingdom,Sweden,0
1977,J,United Kingdom,Switzerland,4
1977,J,United Kingdom,The Netherlands,1
1978,J,Austria,Belgium,4
1978,J,Austria,Denmark,2
1978,J,Austria,Finland,0
1978,J,Austria,France,12
1978,J,Austria,Germany,0
1978,J,Austria,Greece,3
1978,J,Austria,Ireland,6
1978,J,Austria,Israel,8
1978,J,Austria,Italy,0
1978,J,Austria,Luxembourg,0
1978,J,Austria,Monaco,1
1978,J,Austria,Norway,0
1978,J,Austria,Portugal,0
1978,J,Austria,Spain,7
1978,J,Austria,Sweden,0
1978,J,Austria,Switzerland,10
1978,J,Austria,The Netherlands,0
1978,J,Austria,Turkey,0
1978,J,Austria,United Kingdom,5
1978,J,Belgium,Austria,0
1978,J,Belgium,Denmark,0
1978,J,Belgium,Finland,0
1978,J,Belgium,France,8
1978,J,Belgium,Germany,5
1978,J,Belgium,Greece,0
1978,J,Belgium,Ireland,10
1978,J,Belgium,Israel,12
1978,J,Belgium,Italy,1
1978,J,Belgium,Luxembourg,3
1978,J,Belgium,Monaco,6
1978,J,Belgium,Norway,0
1978,J,Belgium,Portugal,0
1978,J,Belgium,Spain,2
1978,J,Belgium,Sweden,0
1978,J,Belgium,Switzerland,7
1978,J,Belgium,The Netherlands,0
1978,J,Belgium,Turkey,0
1978,J,Belgium,United Kingdom,4
1978,J,Denmark,Austria,2
1978,J,Denmark,Belgium,0
1978,J,Denmark,Finland,0
1978,J,Denmark,France,8
1978,J,Denmark,Germany,1
1978,J,Denmark,Greece,4
1978,J,Denmark,Ireland,0
1978,J,Denmark,Israel,6
1978,J,Denmark,Italy,0
1978,J,Denmark,Luxembourg,7
1978,J,Denmark,Monaco,10
1978,J,Denmark,Norway,0
1978,J,Denmark,Portugal,0
1978,J,Denmark,Spain,12
1978,J,Denmark,Sweden,0
1978,J,Denmark,Switzerland,3
1978,J,Denmark,The Netherlands,5
1978,J,Denmark,Turkey,0
1978,J,Denmark,United Kingdom,0
1978,J,Finland,Austria,0
1978,J,Finland,Belgium,6
1978,J,Finland,Denmark,0
1978,J,Finland,France,2
1978,J,Finland,Germany,12
1978,J,Finland,Greece,5
1978,J,Finland,Ireland,3
1978,J,Finland,Israel,10
1978,J,Finland,Italy,0
1978,J,Finland,Luxembourg,0
1978,J,Finland,Monaco,8
1978,J,Finland,Norway,0
1978,J,Finland,Portugal,0
1978,J,Finland,Spain,7
1978,J,Finland,Sweden,4
1978,J,Finland,Switzerland,1
1978,J,Finland,The Netherlands,0
1978,J,Finland,Turkey,0
1978,J,Finland,United Kingdom,0
1978,J,France,Austria,0
1978,J,France,Belgium,12
1978,J,France,Denmark,6
1978,J,France,Finland,0
1978,J,France,Germany,0
1978,J,France,Greece,10
1978,J,France,Ireland,5
1978,J,France,Israel,8
1978,J,France,Italy,4
1978,J,France,Luxembourg,0
1978,J,France,Monaco,1
1978,J,France,Norway,0
1978,J,France,Portugal,0
1978,J,France,Spain,0
1978,J,France,Sweden,3
1978,J,France,Switzerland,7
1978,J,France,The Netherlands,0
1978,J,France,Turkey,0
1978,J,France,United Kingdom,2
1978,J,Germany,Austria,1
1978,J,Germany,Belgium,3
1978,J,Germany,Denmark,0
1978,J,Germany,Finland,0
1978,J,Germany,France,10
1978,J,Germany,Greece,0
1978,J,Germany,Ireland,5
1978,J,Germany,Israel,12
1978,J,Germany,Italy,2
1978,J,Germany,Luxembourg,0
1978,J,Germany,Monaco,7
1978,J,Germany,Norway,0
1978,J,Germany,Portugal,0
1978,J,Germany,Spain,0
1978,J,Germany,Sweden,0
1978,J,Germany,Switzerland,6
1978,J,Germany,The Netherlands,4
1978,J,Germany,Turkey,0
1978,J,Germany,United Kingdom,8
1978,J,Greece,Austria,0
1978,J,Greece,Belgium,12
1978,J,Greece,Denmark,0
1978,J,Greece,Finland,0
1978,J,Greece,France,8
1978,J,Greece,Germany,7
1978,J,Greece,Ireland,10
1978,J,Greece,Israel,5
1978,J,Greece,Italy,2
1978,J,Greece,Luxembourg,1
1978,J,Greece,Monaco,4
1978,J,Greece,Norway,0
1978,J,Greece,Portugal,0
1978,J,Greece,Spain,6
1978,J,Greece,Sweden,0
1978,J,Greece,Switzerland,0
1978,J,Greece,The Netherlands,0
1978,J,Greece,Turkey,0
1978,J,Greece,United Kingdom,3
1978,J,Ireland,Austria,0
1978,J,Ireland,Belgium,12
1978,J,Ireland,Denmark,0
1978,J,Ireland,Finland,0
1978,J,Ireland,France,6
1978,J,Ireland,Germany,1
1978,J,Ireland,Greece,7
1978,J,Ireland,Israel,8
1978,J,Ireland,Italy,10
1978,J,Ireland,Luxembourg,2
1978,J,Ireland,Monaco,4
1978,J,Ireland,Norway,0
1978,J,Ireland,Portugal,0
1978,J,Ireland,Spain,0
1978,J,Ireland,Sweden,5
1978,J,Ireland,Switzerland,0
1978,J,Ireland,The Netherlands,0
1978,J,Ireland,Turkey,0
1978,J,Ireland,United Kingdom,3
1978,J,Israel,Austria,0
1978,J,Israel,Belgium,7
1978,J,Israel,Denmark,4
1978,J,Israel,Finland,0
1978,J,Israel,France,5
1978,J,Israel,Germany,3
1978,J,Israel,Greece,10
1978,J,Israel,Ireland,0
1978,J,Israel,Italy,0
1978,J,Israel,Luxembourg,0
1978,J,Israel,Monaco,8
1978,J,Israel,Norway,0
1978,J,Israel,Portugal,0
1978,J,Israel,Spain,6
1978,J,Israel,Sweden,0
1978,J,Israel,Switzerland,1
1978,J,Israel,The Netherlands,12
1978,J,Israel,Turkey,0
1978,J,Israel,United Kingdom,2
1978,J,Italy,Austria,0
1978,J,Italy,Belgium,6
1978,J,Italy,Denmark,0
1978,J,Italy,Finland,0
1978,J,Italy,France,10
1978,J,Italy,Germany,3
1978,J,Italy,Greece,2
1978,J,Italy,Ireland,0
1978,J,Italy,Israel,8
1978,J,Italy,Luxembourg,12
1978,J,Italy,Monaco,7
1978,J,Italy,Norway,0
1978,J,Italy,Portugal,4
1978,J,Italy,Spain,0
1978,J,Italy,Sweden,0
1978,J,Italy,Switzerland,1
1978,J,Italy,The Netherlands,5
1978,J,Italy,Turkey,0
1978,J,Italy,United Kingdom,0
1978,J,Luxembourg,Austria,0
1978,J,Luxembourg,Belgium,7
1978,J,Luxembourg,Denmark,0
1978,J,Luxembourg,Finland,0
1978,J,Luxembourg,France,1
1978,J,Luxembourg,Germany,0
1978,J,Luxembourg,Greece,4
1978,J,Luxembourg,Ireland,10
1978,J,Luxembourg,Israel,12
1978,J,Luxembourg,Italy,3
1978,J,Luxembourg,Monaco,0
1978,J,Luxembourg,Norway,0
1978,J,Luxembourg,Portugal,0
1978,J,Luxembourg,Spain,2
1978,J,Luxembourg,Sweden,0
1978,J,Luxembourg,Switzerland,8
1978,J,Luxembourg,The Netherlands,6
1978,J,Luxembourg,Turkey,0
1978,J,Luxembourg,United Kingdom,5
1978,J,Monaco,Austria,0
1978,J,Monaco,Belgium,12
1978,J,Monaco,Denmark,0
1978,J,Monaco,Finland,0
1978,J,Monaco,France,5
1978,J,Monaco,Germany,10
1978,J,Monaco,Greece,0
1978,J,Monaco,Ireland,0
1978,J,Monaco,Israel,3
1978,J,Monaco,Italy,8
1978,J,Monaco,Luxembourg,6
1978,J,Monaco,Norway,0
1978,J,Monaco,Portugal,0
1978,J,Monaco,Spain,4
1978,J,Monaco,Sweden,0
1978,J,Monaco,Switzerland,2
1978,J,Monaco,The Netherlands,1
1978,J,Monaco,Turkey,0
1978,J,Monaco,United Kingdom,7
1978,J,Norway,Austria,0
1978,J,Norway,Belgium,7
1978,J,Norway,Denmark,0
1978,J,Norway,Finland,2
1978,J,Norway,France,3
1978,J,Norway,Germany,0
1978,J,Norway,Greece,0
1978,J,Norway,Ireland,12
1978,J,Norway,Israel,8
1978,J,Norway,Italy,6
1978,J,Norway,Luxembourg,0
1978,J,Norway,Monaco,4
1978,J,Norway,Portugal,0
1978,J,Norway,Spain,0
1978,J,Norway,Sweden,10
1978,J,Norway,Switzerland,5
1978,J,Norway,The Netherlands,0
1978,J,Norway,Turkey,1
1978,J,Norway,United Kingdom,0
1978,J,Portugal,Austria,3
1978,J,Portugal,Belgium,4
1978,J,Portugal,Denmark,0
1978,J,Portugal,Finland,0
1978,J,Portugal,France,2
1978,J,Portugal,Germany,7
1978,J,Portugal,Greece,8
1978,J,Portugal,Ireland,0
1978,J,Portugal,Israel,10
1978,J,Portugal,Italy,1
1978,J,Portugal,Luxembourg,12
1978,J,Portugal,Monaco,5
1978,J,Portugal,Norway,0
1978,J,Portugal,Spain,0
1978,J,Portugal,Sweden,0
1978,J,Portugal,Switzerland,0
1978,J,Portugal,The Netherlands,0
1978,J,Portugal,Turkey,0
1978,J,Portugal,United Kingdom,6
1978,J,Spain,Austria,0
1978,J,Spain,Belgium,2
1978,J,Spain,Denmark,0
1978,J,Spain,Finland,0
1978,J,Spain,France,5
1978,J,Spain,Germany,10
1978,J,Spain,Greece,7
1978,J,Spain,Ireland,0
1978,J,Spain,Israel,6
1978,J,Spain,Italy,8
1978,J,Spain,Luxembourg,12
1978,J,Spain,Monaco,0
1978,J,Spain,Norway,0
1978,J,Spain,Portugal,1
1978,J,Spain,Sweden,0
1978,J,Spain,Switzerland,4
1978,J,Spain,The Netherlands,0
1978,J,Spain,Turkey,0
1978,J,Spain,United Kingdom,3
1978,J,Sweden,Austria,5
1978,J,Sweden,Belgium,4
1978,J,Sweden,Denmark,0
1978,J,Sweden,Finland,0
1978,J,Sweden,France,10
1978,J,Sweden,Germany,7
1978,J,Sweden,Greece,2
1978,J,Sweden,Ireland,8
1978,J,Sweden,Israel,0
1978,J,Sweden,Italy,0
1978,J,Sweden,Luxembourg,6
1978,J,Sweden,Monaco,12
1978,J,Sweden,Norway,0
1978,J,Sweden,Portugal,0
1978,J,Sweden,Spain,0
1978,J,Sweden,Switzerland,0
1978,J,Sweden,The Netherlands,1
1978,J,Sweden,Turkey,0
1978,J,Sweden,United Kingdom,3
1978,J,Switzerland,Austria,0
1978,J,Switzerland,Belgium,10
1978,J,Switzerland,Denmark,0
1978,J,Switzerland,Finland,0
1978,J,Switzerland,France,6
1978,J,Switzerland,Germany,3
1978,J,Switzerland,Greece,4
1978,J,Switzerland,Ireland,7
1978,J,Switzerland,Israel,12
1978,J,Switzerland,Italy,1
1978,J,Switzerland,Luxembourg,0
1978,J,Switzerland,Monaco,5
1978,J,Switzerland,Norway,0
1978,J,Switzerland,Portugal,0
1978,J,Switzerland,Spain,8
1978,J,Switzerland,Sweden,0
1978,J,Switzerland,The Netherlands,0
1978,J,Switzerland,Turkey,0
1978,J,Switzerland,United Kingdom,2
1978,J,The Netherlands,Austria,0
1978,J,The Netherlands,Belgium,5
1978,J,The Netherlands,Denmark,1
1978,J,The Netherlands,Finland,0
1978,J,The Netherlands,France,6
1978,J,The Netherlands,Germany,7
1978,J,The Netherlands,Greece,0
1978,J,The Netherlands,Ireland,0
1978,J,The Netherlands,Israel,12
1978,J,The Netherlands,Italy,0
1978,J,The Netherlands,Luxembourg,3
1978,J,The Netherlands,Monaco,10
1978,J,The Netherlands,Norway,0
1978,J,The Netherlands,Portugal,0
1978,J,The Netherlands,Spain,4
1978,J,The Netherlands,Sweden,0
1978,J,The Netherlands,Switzerland,8
1978,J,The Netherlands,Turkey,0
1978,J,The Netherlands,United Kingdom,2
1978,J,Turkey,Austria,3
1978,J,Turkey,Belgium,0
1978,J,Turkey,Denmark,0
1978,J,Turkey,Finland,0
1978,J,Turkey,France,4
1978,J,Turkey,Germany,8
1978,J,Turkey,Greece,0
1978,J,Turkey,Ireland,10
1978,J,Turkey,Israel,12
1978,J,Turkey,Italy,1
1978,J,Turkey,Luxembourg,2
1978,J,Turkey,Monaco,5
1978,J,Turkey,Norway,0
1978,J,Turkey,Portugal,0
1978,J,Turkey,Spain,7
1978,J,Turkey,Sweden,0
1978,J,Turkey,Switzerland,0
1978,J,Turkey,The Netherlands,0
1978,J,Turkey,United Kingdom,6
1978,J,United Kingdom,Austria,0
1978,J,United Kingdom,Belgium,12
1978,J,United Kingdom,Denmark,0
1978,J,United Kingdom,Finland,0
1978,J,United Kingdom,France,8
1978,J,United Kingdom,Germany,0
1978,J,United Kingdom,Greece,0
1978,J,United Kingdom,Ireland,0
1978,J,United Kingdom,Israel,5
1978,J,United Kingdom,Italy,6
1978,J,United Kingdom,Luxembourg,7
1978,J,United Kingdom,Monaco,10
1978,J,United Kingdom,Norway,0
1978,J,United Kingdom,Portugal,0
1978,J,United Kingdom,Spain,0
1978,J,United Kingdom,Sweden,4
1978,J,United Kingdom,Switzerland,2
1978,J,United Kingdom,The Netherlands,3
1978,J,United Kingdom,Turkey,1
1979,J,Austria,Belgium,0
1979,J,Austria,Denmark,3
1979,J,Austria,Finland,0
1979,J,Austria,France,5
1979,J,Austria,Germany,0
1979,J,Austria,Greece,2
1979,J,Austria,Ireland,0
1979,J,Austria,Israel,8
1979,J,Austria,Italy,0
1979,J,Austria,Luxembourg,0
1979,J,Austria,Monaco,0
1979,J,Austria,Norway,1
1979,J,Austria,Portugal,7
1979,J,Austria,Spain,10
1979,J,Austria,Sweden,0
1979,J,Austria,Switzerland,12
1979,J,Austria,The Netherlands,4
1979,J,Austria,United Kingdom,6
1979,J,Belgium,Austria,0
1979,J,Belgium,Denmark,7
1979,J,Belgium,Finland,0
1979,J,Belgium,France,6
1979,J,Belgium,Germany,4
1979,J,Belgium,Greece,1
1979,J,Belgium,Ireland,10
1979,J,Belgium,Israel,2
1979,J,Belgium,Italy,0
1979,J,Belgium,Luxembourg,0
1979,J,Belgium,Monaco,0
1979,J,Belgium,Norway,8
1979,J,Belgium,Portugal,5
1979,J,Belgium,Spain,12
1979,J,Belgium,Sweden,0
1979,J,Belgium,Switzerland,0
1979,J,Belgium,The Netherlands,3
1979,J,Belgium,United Kingdom,0
1979,J,Denmark,Austria,0
1979,J,Denmark,Belgium,2
1979,J,Denmark,Finland,0
1979,J,Denmark,France,0
1979,J,Denmark,Germany,12
1979,J,Denmark,Greece,1
1979,J,Denmark,Ireland,5
1979,J,Denmark,Israel,6
1979,J,Denmark,Italy,0
1979,J,Denmark,Luxembourg,0
1979,J,Denmark,Monaco,4
1979,J,Denmark,Norway,0
1979,J,Denmark,Portugal,0
1979,J,Denmark,Spain,3
1979,J,Denmark,Sweden,0
1979,J,Denmark,Switzerland,7
1979,J,Denmark,The Netherlands,8
1979,J,Denmark,United Kingdom,10
1979,J,Finland,Austria,0
1979,J,Finland,Belgium,0
1979,J,Finland,Denmark,0
1979,J,Finland,France,1
1979,J,Finland,Germany,3
1979,J,Finland,Greece,0
1979,J,Finland,Ireland,6
1979,J,Finland,Israel,12
1979,J,Finland,Italy,8
1979,J,Finland,Luxembourg,4
1979,J,Finland,Monaco,0
1979,J,Finland,Norway,0
1979,J,Finland,Portugal,2
1979,J,Finland,Spain,0
1979,J,Finland,Sweden,0
1979,J,Finland,Switzerland,10
1979,J,Finland,The Netherlands,5
1979,J,Finland,United Kingdom,7
1979,J,France,Austria,0
1979,J,France,Belgium,0
1979,J,France,Denmark,6
1979,J,France,Finland,5
1979,J,France,Germany,12
1979,J,France,Greece,4
1979,J,France,Ireland,0
1979,J,France,Israel,1
1979,J,France,Italy,0
1979,J,France,Luxembourg,2
1979,J,France,Monaco,3
1979,J,France,Norway,0
1979,J,France,Portugal,10
1979,J,France,Spain,8
1979,J,France,Sweden,0
1979,J,France,Switzerland,7
1979,J,France,The Netherlands,0
1979,J,France,United Kingdom,0
1979,J,Germany,Austria,0
1979,J,Germany,Belgium,1
1979,J,Germany,Denmark,10
1979,J,Germany,Finland,5
1979,J,Germany,France,0
1979,J,Germany,Greece,2
1979,J,Germany,Ireland,6
1979,J,Germany,Israel,0
1979,J,Germany,Italy,0
1979,J,Germany,Luxembourg,0
1979,J,Germany,Monaco,0
1979,J,Germany,Norway,0
1979,J,Germany,Portugal,4
1979,J,Germany,Spain,12
1979,J,Germany,Sweden,0
1979,J,Germany,Switzerland,7
1979,J,Germany,The Netherlands,3
1979,J,Germany,United Kingdom,8
1979,J,Greece,Austria,0
1979,J,Greece,Belgium,0
1979,J,Greece,Denmark,12
1979,J,Greece,Finland,7
1979,J,Greece,France,8
1979,J,Greece,Germany,0
1979,J,Greece,Ireland,10
1979,J,Greece,Israel,4
1979,J,Greece,Italy,0
1979,J,Greece,Luxembourg,5
1979,J,Greece,Monaco,0
1979,J,Greece,Norway,0
1979,J,Greece,Portugal,0
1979,J,Greece,Spain,6
1979,J,Greece,Sweden,1
1979,J,Greece,Switzerland,2
1979,J,Greece,The Netherlands,3
1979,J,Greece,United Kingdom,0
1979,J,Ireland,Austria,0
1979,J,Ireland,Belgium,0
1979,J,Ireland,Denmark,2
1979,J,Ireland,Finland,0
1979,J,Ireland,France,0
1979,J,Ireland,Germany,5
1979,J,Ireland,Greece,4
1979,J,Ireland,Israel,12
1979,J,Ireland,Italy,0
1979,J,Ireland,Luxembourg,3
1979,J,Ireland,Monaco,0
1979,J,Ireland,Norway,8
1979,J,Ireland,Portugal,0
1979,J,Ireland,Spain,0
1979,J,Ireland,Sweden,6
1979,J,Ireland,Switzerland,1
1979,J,Ireland,The Netherlands,10
1979,J,Ireland,United Kingdom,7
1979,J,Israel,Austria,0
1979,J,Israel,Belgium,0
1979,J,Israel,Denmark,12
1979,J,Israel,Finland,0
1979,J,Israel,France,5
1979,J,Israel,Germany,6
1979,J,Israel,Greece,10
1979,J,Israel,Ireland,3
1979,J,Israel,Italy,0
1979,J,Israel,Luxembourg,0
1979,J,Israel,Monaco,0
1979,J,Israel,Norway,2
1979,J,Israel,Portugal,0
1979,J,Israel,Spain,8
1979,J,Israel,Sweden,1
1979,J,Israel,Switzerland,4
1979,J,Israel,The Netherlands,7
1979,J,Israel,United Kingdom,0
1979,J,Italy,Austria,4
1979,J,Italy,Belgium,0
1979,J,Italy,Denmark,0
1979,J,Italy,Finland,7
1979,J,Italy,France,10
1979,J,Italy,Germany,1
1979,J,Italy,Greece,0
1979,J,Italy,Ireland,5
1979,J,Italy,Israel,0
1979,J,Italy,Luxembourg,0
1979,J,Italy,Monaco,2
1979,J,Italy,Norway,3
1979,J,Italy,Portugal,6
1979,J,Italy,Spain,12
1979,J,Italy,Sweden,0
1979,J,Italy,Switzerland,0
1979,J,Italy,The Netherlands,0
1979,J,Italy,United Kingdom,8
1979,J,Luxembourg,Austria,0
1979,J,Luxembourg,Belgium,0
1979,J,Luxembourg,Denmark,4
1979,J,Luxembourg,Finland,6
1979,J,Luxembourg,France,12
1979,J,Luxembourg,Germany,1
1979,J,Luxembourg,Greece,5
1979,J,Luxembourg,Ireland,7
1979,J,Luxembourg,Israel,8
1979,J,Luxembourg,Italy,0
1979,J,Luxembourg,Monaco,0
1979,J,Luxembourg,Norway,2
1979,J,Luxembourg,Portugal,3
1979,J,Luxembourg,Spain,10
1979,J,Luxembourg,Sweden,0
1979,J,Luxembourg,Switzerland,0
1979,J,Luxembourg,The Netherlands,0
1979,J,Luxembourg,United Kingdom,0
1979,J,Monaco,Austria,0
1979,J,Monaco,Belgium,0
1979,J,Monaco,Denmark,3
1979,J,Monaco,Finland,0
1979,J,Monaco,France,10
1979,J,Monaco,Germany,12
1979,J,Monaco,Greece,7
1979,J,Monaco,Ireland,0
1979,J,Monaco,Israel,8
1979,J,Monaco,Italy,0
1979,J,Monaco,Luxembourg,4
1979,J,Monaco,Norway,6
1979,J,Monaco,Portugal,5
1979,J,Monaco,Spain,0
1979,J,Monaco,Sweden,0
1979,J,Monaco,Switzerland,2
1979,J,Monaco,The Netherlands,0
1979,J,Monaco,United Kingdom,1
1979,J,Norway,Austria,0
1979,J,Norway,Belgium,0
1979,J,Norway,Denmark,0
1979,J,Norway,Finland,0
1979,J,Norway,France,7
1979,J,Norway,Germany,0
1979,J,Norway,Greece,0
1979,J,Norway,Ireland,5
1979,J,Norway,Israel,12
1979,J,Norway,Italy,3
1979,J,Norway,Luxembourg,2
1979,J,Norway,Monaco,0
1979,J,Norway,Portugal,6
1979,J,Norway,Spain,1
1979,J,Norway,Sweden,0
1979,J,Norway,Switzerland,8
1979,J,Norway,The Netherlands,4
1979,J,Norway,United Kingdom,10
1979,J,Portugal,Austria,0
1979,J,Portugal,Belgium,0
1979,J,Portugal,Denmark,0
1979,J,Portugal,Finland,0
1979,J,Portugal,France,6
1979,J,Portugal,Germany,2
1979,J,Portugal,Greece,10
1979,J,Portugal,Ireland,5
1979,J,Portugal,Israel,12
1979,J,Portugal,Italy,8
1979,J,Portugal,Luxembourg,7
1979,J,Portugal,Monaco,1
1979,J,Portugal,Norway,3
1979,J,Portugal,Spain,0
1979,J,Portugal,Sweden,0
1979,J,Portugal,Switzerland,0
1979,J,Portugal,The Netherlands,0
1979,J,Portugal,United Kingdom,4
1979,J,Spain,Austria,0
1979,J,Spain,Belgium,0
1979,J,Spain,Denmark,4
1979,J,Spain,Finland,0
1979,J,Spain,France,3
1979,J,Spain,Germany,12
1979,J,Spain,Greece,7
1979,J,Spain,Ireland,0
1979,J,Spain,Israel,10
1979,J,Spain,Italy,8
1979,J,Spain,Luxembourg,0
1979,J,Spain,Monaco,2
1979,J,Spain,Norway,1
1979,J,Spain,Portugal,6
1979,J,Spain,Sweden,0
1979,J,Spain,Switzerland,0
1979,J,Spain,The Netherlands,0
1979,J,Spain,United Kingdom,5
1979,J,Sweden,Austria,0
1979,J,Sweden,Belgium,0
1979,J,Sweden,Denmark,1
1979,J,Sweden,Finland,0
1979,J,Sweden,France,5
1979,J,Sweden,Germany,6
1979,J,Sweden,Greece,2
1979,J,Sweden,Ireland,8
1979,J,Sweden,Israel,12
1979,J,Sweden,Italy,0
1979,J,Sweden,Luxembourg,0
1979,J,Sweden,Monaco,0
1979,J,Sweden,Norway,10
1979,J,Sweden,Portugal,3
1979,J,Sweden,Spain,7
1979,J,Sweden,Switzerland,0
1979,J,Sweden,The Netherlands,4
1979,J,Sweden,United Kingdom,0
1979,J,Switzerland,Austria,0
1979,J,Switzerland,Belgium,0
1979,J,Switzerland,Denmark,1
1979,J,Switzerland,Finland,8
1979,J,Switzerland,France,10
1979,J,Switzerland,Germany,0
1979,J,Switzerland,Greece,7
1979,J,Switzerland,Ireland,6
1979,J,Switzerland,Israel,5
1979,J,Switzerland,Italy,0
1979,J,Switzerland,Luxembourg,3
1979,J,Switzerland,Monaco,0
1979,J,Switzerland,Norway,0
1979,J,Switzerland,Portugal,4
1979,J,Switzerland,Spain,12
1979,J,Switzerland,Sweden,0
1979,J,Switzerland,The Netherlands,0
